704.333	367.333
706.667	366.667
708.333	365.667
708.333	364
708.333	363.667
707.667	362
707.333	360.667
707	358.333
706.667	355.667
706.667	355.667
708	353.333
710	353
711.667	352.333
713.333	351.667
713.333	351.667
713.333	351.667
713.333	351.667
713.333	351.667
713.333	351.667
713.333	351.667
713.333	351.667
713.333	351.667
713.333	351.667
713.333	351.667
713.333	351.667
713.333	351.667
713.333	351.667
713.333	351.667
713.333	351.667
713.333	351.667
713.333	351.667
713.333	351.667
713.333	351.667
713.667	352.333
