745	363
748	362
750	360.333
751.333	355
751.333	355
751.333	354.333
750.333	350
747	344
746	340.667
746	340.667
748.333	338
750.333	333.667
752	334.667
753	335
753	335
753.667	337.333
755	339.333
756	342
756	343.333
756	344
754	344
754	344
754	344
753.667	344.667
753.667	344.667
753.667	344.667
752.333	345.667
751.667	346.333
750.667	347.333
750.667	347.333
750.667	347.333
750.667	347.333
750.667	347.333
750.667	346.333
