729,386.667
738,383
746.333,378.333
751,368
751.333,367.667
755,363
757,349.667
758.333,331.667
760,324.667
760,324
767.667,317
774,310.667
779.333,310.333
781.333,317.333
781.333,317.333
781,331.667
782,339
780.333,345.667
777.667,351
777.667,351
776.667,354
776,355.667
775.333,357
773,360.667
773,360.667
766.333,367
762.667,368.667
759,373.667
756,377
756,377
753,380
753,380.667
753,380.667
759,379
